Name,Street Address,City,State,Zip Code,County,Phone,Description,Resource Type,Web Link,Notes,Latitude,Longitude
Jacobs And Cushman San Diego Food Bank,8460 Mira Mesa Blvd,San Diego,CA,92126,San Diego,(619) 487-0714,"Provides food and nutrition education to eligible low-income seniors 60 years or older once a month. USDA food is given to registered participants on a monthly basis at a local distribution center. 30 pound boxes usually contain canned and packaged food including vegetables, fruit juice, pasta, milk, cereal, canned meat, and a non-meat protein. COVID-19 update: Congregate Dining Sites are temporarily closed. Providing home-delivered meals only.",Food Pantry,https://my211.force.com/s/,,32.912928,-117.1413
Jacobs And Cushman San Diego Food Bank,455 Country Club Ln,Oceanside,CA,92054,San Diego,(760) 435-5285,"Provides food and nutrition education to eligible low-income seniors 60 years or older once a month. USDA food is given to registered participants on a monthly basis at a local distribution center. 30 pound boxes usually contain canned and packaged food including vegetables, fruit juice, pasta, milk, cereal, canned meat, and a non-meat protein. COVID-19 update: Congregate Dining Sites are temporarily closed. Providing home-delivered meals only.",Food Pantry,https://my211.force.com/s/,,33.196784,-117.367088
Jacobs And Cushman San Diego Food Bank,1 Barnard Dr,Oceanside,CA,92056,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.188081,-117.298511
Jacobs And Cushman San Diego Food Bank,1001 W Country Club Ln,Escondido,CA,92026,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.157134,-117.107963
Jacobs And Cushman San Diego Food Bank,11717 Poway Rd,Poway,CA,92064,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.94595,-117.102171
Jacobs And Cushman San Diego Food Bank,1313 Park Blvd,San Diego,CA,92101,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.718934,-117.153643
Jacobs And Cushman San Diego Food Bank,1617 Mission Ave,Oceanside,CA,92058,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.202112,-117.367467
Jacobs And Cushman San Diego Food Bank,1630 E Madison Ave,El Cajon,CA,92019,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.800585,-116.920901
Jacobs And Cushman San Diego Food Bank,16881 Old Survey Rd,Escondido,CA,92025,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.074491,-116.961209
Jacobs And Cushman San Diego Food Bank,1831 Mission Ave,Oceanside,CA,92058,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.202686,-117.365065
Jacobs And Cushman San Diego Food Bank,200090 Ash Road,Camp Pendleton,CA,92085,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.220295,-117.379249
Jacobs And Cushman San Diego Food Bank,2020 Alaquinas Dr,San Diego,CA,92173,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.559848,-117.044574
Jacobs And Cushman San Diego Food Bank,22000 Highway 76,Pauma Valley,CA,92061,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.28973,-116.966315
Haight Ashbury Food Program,1525 Waller Street,San Francisco,CA,94117,San Francisco,,Food Pantry continuing to operate during Coronavirus response. All are welcome. New clients are asked to arrive at 2pm on Saturdays.,Food Pantry,http://www.thefoodprogram.org,,37.768532,-122.449086
Jacobs And Cushman San Diego Food Bank,2790 Truxtun Rd,San Diego,CA,92106,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.727988,-117.219979
Jacobs And Cushman San Diego Food Bank,32077 Community Church Dr,Pauma Valley,CA,92061,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.30337,-116.98142
Jacobs And Cushman San Diego Food Bank,333 S Twin Oaks Valley Rd,San Marcos,CA,92096,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.126659,-117.155086
Jacobs And Cushman San Diego Food Bank,3909 Centre St,San Diego,CA,92103,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.748919,-117.147694
Jacobs And Cushman San Diego Food Bank,395 D St,Chula Vista,CA,91910,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.647473,-117.086301
Jacobs And Cushman San Diego Food Bank,5211 5th St,Fallbrook,CA,92028,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.41378,-117.147838
Jacobs And Cushman San Diego Food Bank,5825 Imperial Ave,San Diego,CA,92114,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.708424,-117.072465
Jacobs And Cushman San Diego Food Bank,7240 Hard Scramble Trail,Julian,CA,92036,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,33.076651,-116.445045
Jacobs And Cushman San Diego Food Bank,7250 Mesa College Dr,San Diego,CA,92111,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.804607,-117.170587
Jacobs And Cushman San Diego Food Bank,"8363 Center Dr, Suite 6c",La Mesa,CA,91942,San Diego,(866) 350-3663,"Provides fresh fruits, vegetables and bread as well as a few other items at various distribution sites throughout the county. Distributions are open to everyone. No documentation or ID is required to receive food assistance. There are no income or asset restrictions for this program.",Food Pantry,https://my211.force.com/s/,,32.774251,-117.018514
